id,severity,start_time,end_time,location,city,state,zipcode,country,weather_condition,temperature_f,visibility_mi,precipitation_in,traffic_signal,crossing,junction,stop,railway,created_at
1763,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
1764,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1765,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
1766,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
1767,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
1768,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1769,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
1770,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
1771,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1772,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
1773,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
1774,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
1775,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1776,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
1777,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
1778,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
1779,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1780,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
1781,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
1782,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
1783,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
1784,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
1785,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
1786,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
1787,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1788,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
1789,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
1790,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
1791,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
1792,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
1793,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
1794,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
1795,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
1796,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1797,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
1798,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
1799,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
1800,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
1801,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
1802,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
1803,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
1804,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
1805,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
1806,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
1807,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1808,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
1809,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
1810,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
1811,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
1812,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
1813,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
1814,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1815,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
1816,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
1817,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
1818,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
1819,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
1820,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
1821,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
1822,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1823,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
1824,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
1825,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
1826,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
1827,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
1828,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
1829,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
1830,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
1831,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
1832,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
1833,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
1834,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
1835,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1836,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
1837,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
1838,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
1839,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
1840,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
1841,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
1842,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
1843,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
1844,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
1845,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
1846,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
1847,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
1848,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
1849,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
1850,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
1851,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
1852,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1853,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
1854,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
1855,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
1856,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
1857,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
1858,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
1859,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
1860,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
1861,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
1862,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1863,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
1864,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
1865,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
1866,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
1867,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
1868,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
1869,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
1870,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
1871,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
1872,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
1873,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
1874,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
1875,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
1876,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
1877,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
1878,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1879,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
1880,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
1881,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
1882,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
1883,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
1884,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
1885,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
1886,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
1887,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
1888,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
1889,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
1890,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
1891,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
1892,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
1893,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
1894,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
1895,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
1896,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
1897,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
1898,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1899,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
1900,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
1901,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
1902,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
1903,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
1904,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1905,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
1906,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1907,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
1908,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
1909,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
1910,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
1911,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1912,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
1913,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
1914,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
1915,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
1916,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1917,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
1918,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1919,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
1920,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
1921,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1922,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
1923,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
1924,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
1925,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
1926,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
1927,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
1928,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
1929,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1930,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
1931,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
1932,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
1933,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1934,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
1935,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
1936,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
1937,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1938,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
1939,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
1940,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1941,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
1942,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
1943,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1944,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
1945,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
1946,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
1947,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1948,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
1949,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1950,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
1951,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1952,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
1953,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1954,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
1955,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
1956,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
1957,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
1958,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
1959,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1960,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
1961,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
1962,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
1963,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
1964,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
1965,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1966,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
1967,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
1968,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
1969,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
1970,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
1971,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
1972,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
1973,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
1974,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
1975,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
1976,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
1977,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
1978,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
1979,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
1980,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
1981,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
1982,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
1983,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
1984,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
1985,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
1986,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
1987,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
1988,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
1989,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
1990,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
1991,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
1992,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
1993,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
1994,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
1995,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
1996,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
1997,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
1998,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
1999,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
2000,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
2001,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
2002,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
2003,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
2004,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
2005,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
2006,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
2007,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
2008,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
2009,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
2010,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
2011,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
2012,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
2013,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
2014,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
2015,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
2016,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
2017,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
2018,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
2019,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
2020,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
2021,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
2022,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
2023,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
2024,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
2025,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
2026,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
2027,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
2028,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
2029,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
2030,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
2031,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
2032,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
2033,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
2034,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
2035,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
2036,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
2037,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
2038,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
2039,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
2040,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
2041,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
2042,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
2043,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
2044,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
2045,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
2046,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
2047,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
2048,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
2049,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
2050,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
2051,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
2052,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
2053,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
2054,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
2055,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
2056,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
2057,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
2058,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
2059,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
2060,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
2061,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
2062,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
2063,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
2064,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
2065,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
2066,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
2067,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
2068,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
2069,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
2070,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
2071,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
2072,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
2073,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
2074,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
2075,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
2076,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
2077,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
2078,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
2079,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
2080,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
2081,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
2082,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
2083,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
2084,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
2085,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
2086,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
2087,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
2088,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
2089,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
2090,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
2091,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
2092,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
2093,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
2094,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
2095,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
2096,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
2097,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
2098,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
2099,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
2100,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
2101,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
2102,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
2103,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
2104,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
2105,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
2106,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
2107,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
2108,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
2109,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
2110,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
2111,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
2112,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
2113,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
2114,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
2115,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
2116,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
2117,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
2118,,,,,,,,Russia,,,,,,,,,,2025-11-03 21:06:44
2119,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
2120,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
2121,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
2122,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
2123,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
2124,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
2125,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
2126,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
2127,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
2128,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
2129,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
2130,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
2131,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
2132,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
2133,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
2134,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
2135,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
2136,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
2137,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
2138,,,,,,,,Japan,,,,,,,,,,2025-11-03 21:06:44
2139,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
2140,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
2141,,,,,,,,UK,,,,,,,,,,2025-11-03 21:06:44
2142,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
2143,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
2144,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
2145,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
2146,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
2147,,,,,,,,Australia,,,,,,,,,,2025-11-03 21:06:44
2148,,,,,,,,USA,,,,,,,,,,2025-11-03 21:06:44
2149,,,,,,,,China,,,,,,,,,,2025-11-03 21:06:44
2150,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
2151,,,,,,,,Brazil,,,,,,,,,,2025-11-03 21:06:44
2152,,,,,,,,Canada,,,,,,,,,,2025-11-03 21:06:44
2153,,,,,,,,India,,,,,,,,,,2025-11-03 21:06:44
2154,,,,,,,,Germany,,,,,,,,,,2025-11-03 21:06:44
