country,year,month,day_of_week,time_of_day,urban_rural,road_type,weather_conditions,visibility_level,number_of_vehicles_involved,speed_limit,driver_age_group,driver_gender,driver_alcohol_level,driver_fatigue,vehicle_condition,pedestrians_involved,cyclists_involved,severity,number_of_injuries,number_of_fatalities,emergency_response_time,traffic_volume,road_condition,accident_cause,insurance_claims,medical_cost,economic_loss,region,population_density,city,weather_condition,temperature_f,visibility_mi,categoria_visibilidad,categoria_temperatura
China,2019,February,Wednesday,Evening,Rural,Highway,Windy,93.4175575122694,2,78,26-40,Female,0.145744085802647,0,Good,0,0,2,13,4,37.21187057332055,7454.811244714055,Wet,Distracted Driving,2,38102.588122987225,67746.98525975166,South America,1281.451922448108,Bogotá,Nublado,91.75229716402359,4.5214359866827225,Baja (2-5 mi),Muy Cálida (>80°F)
Japan,2009,October,Monday,Afternoon,Urban,Highway,Clear,223.1045505789309,3,36,41-60,Male,0.1444579354420231,1,Poor,1,2,2,0,3,49.81784474738012,8028.7483799271795,Snow-covered,Speeding,5,26286.964141506327,59847.19223840211,Asia,130.83726416768943,Barranquilla,Lluvia Fuerte,59.27868039687289,6.407153984487137,Media (5-10 mi),Templada (40-60°F)
Canada,2020,January,Tuesday,Morning,Urban,Street,Rainy,85.15738351982856,4,86,<18,Female,0.1109947058645592,1,Moderate,0,1,2,17,2,16.582917762403866,6746.018901975284,Snow-covered,Speeding,6,4836.886731571876,80647.44557911615,North America,2837.0529389768194,Cali,Despejado,76.99901821526088,3.6049619221934854,Baja (2-5 mi),Cálida (60-80°F)
UK,2008,June,Saturday,Morning,Rural,Street,Rainy,491.1595783354461,3,106,<18,Male,0.0834626510928303,0,Moderate,0,0,2,16,3,23.04388931240245,5858.928017939,Wet,Speeding,1,7296.031255116625,54384.07546901794,Australia,3390.358413718413,Bogotá,Lluvia Leve,76.14364390581446,3.968488058500348,Baja (2-5 mi),Cálida (60-80°F)
UK,2009,October,Wednesday,Afternoon,Urban,Main Road,Clear,211.0929989876388,3,43,<18,Female,0.2404329713530349,0,Good,1,0,2,6,1,29.89364899470299,9558.422570970542,Dry,Weather,2,48041.4137902045,45458.89613400642,Australia,2308.353570820804,Medellín,Despejado,52.91080704730498,4.837410273196921,Baja (2-5 mi),Templada (40-60°F)
Brazil,2013,January,Saturday,Night,Urban,Main Road,Foggy,159.08701747299332,1,118,61+,Male,0.1948620651413104,1,Poor,2,2,2,17,2,23.040764109114352,6104.639259070532,Icy,Distracted Driving,1,41069.59502331756,56071.89671071341,Australia,2131.93329742086,Bogotá,Neblina,80.3876133608307,7.542914086497956,Media (5-10 mi),Muy Cálida (>80°F)
Australia,2014,February,Thursday,Morning,Rural,Highway,Snowy,119.4730299003445,3,76,61+,Male,0.1322133398342247,1,Poor,2,2,2,8,1,33.57107803021502,5825.612071245293,Wet,Speeding,5,10595.434509137584,58831.81320171538,Asia,2579.294062945306,Barranquilla,Neblina,63.95091364339662,5.033427082593414,Media (5-10 mi),Cálida (60-80°F)
China,2003,January,Saturday,Evening,Urban,Highway,Clear,229.93744857187505,1,110,41-60,Female,0.0468664764890965,1,Poor,1,0,2,11,2,36.18834128768869,8264.647428858869,Wet,Mechanical Failure,7,46197.95822989772,82160.04069028285,Asia,3933.37068800769,Barranquilla,Despejado,81.22834484158656,5.864473783175588,Media (5-10 mi),Muy Cálida (>80°F)
Japan,2006,June,Thursday,Morning,Rural,Main Road,Snowy,402.8585936336057,4,78,41-60,Female,0.0689301141206382,0,Moderate,0,2,2,17,4,55.09621986604585,2591.0935332616746,Dry,Speeding,5,21670.214517224616,12742.073615872412,Asia,2188.480898487556,Barranquilla,Lluvia Leve,56.982086665050346,1.1150925391290072,Muy Baja (0-2 mi),Templada (40-60°F)
Germany,2018,May,Monday,Night,Rural,Main Road,Foggy,125.1812010649078,2,103,41-60,Male,0.2126685576115116,1,Good,0,0,2,0,3,13.18043738969176,5663.6111553936,Wet,Mechanical Failure,3,28291.76740150355,14581.752203058162,Asia,612.5645761838383,Medellín,Lluvia Leve,72.70928502575735,8.094568427724475,Media (5-10 mi),Cálida (60-80°F)
Japan,2020,January,Sunday,Night,Rural,Main Road,Windy,187.71159717618184,3,77,<18,Male,0.2232773230466662,0,Poor,2,2,2,17,3,16.46908083162989,9605.90526276546,Wet,Weather,5,32876.07900973827,14857.091472644346,South America,1755.4888466076106,Cali,Neblina,79.10494622615471,9.766458960592963,Media (5-10 mi),Cálida (60-80°F)
Brazil,2019,November,Friday,Afternoon,Urban,Street,Rainy,330.6955095290318,2,77,<18,Female,0.0016229311869257,0,Good,1,0,2,17,4,45.064474074693365,7139.253140591303,Snow-covered,Distracted Driving,3,26765.618997892067,6992.920620887912,South America,3013.855788788657,Bogotá,Despejado,63.88300282799809,1.6622500461603376,Muy Baja (0-2 mi),Cálida (60-80°F)
Australia,2019,July,Thursday,Afternoon,Urban,Main Road,Clear,219.3563817310171,2,61,18-25,Female,0.0063762073503571,0,Good,2,0,2,3,2,19.35717002624341,2634.366579818336,Wet,Speeding,8,39202.72881119966,9622.369456832355,Europe,1597.7379076972447,Barranquilla,Nublado,67.13195813331433,9.02738070249574,Media (5-10 mi),Cálida (60-80°F)
Russia,2010,October,Sunday,Evening,Rural,Street,Snowy,257.6259678178276,1,56,26-40,Male,0.2300562480483698,1,Good,0,0,2,18,2,41.41716172120923,2048.7540508719185,Dry,Speeding,3,26933.610166301667,43156.23831924507,North America,2147.272127154526,Bogotá,Lluvia Fuerte,85.99868593867583,2.737863670682362,Baja (2-5 mi),Muy Cálida (>80°F)
Brazil,2022,August,Friday,Afternoon,Rural,Main Road,Clear,496.6316135449026,3,43,41-60,Male,0.0797603602730167,1,Poor,0,1,2,7,4,18.289369403724905,6507.116863705261,Dry,Mechanical Failure,9,24205.135094528123,26049.88700537757,Europe,4517.204031074257,Cali,Neblina,75.146258016246,1.7631195995594697,Muy Baja (0-2 mi),Cálida (60-80°F)
India,2015,September,Saturday,Night,Urban,Street,Windy,334.93620281687373,1,61,61+,Female,0.1228883654926779,1,Good,2,2,2,15,1,8.004711913983696,8798.461397661638,Snow-covered,Mechanical Failure,9,9497.075721423273,43035.03840396485,South America,3083.7323297004023,Cartagena,Lluvia Fuerte,82.35986324117596,0.6780071251367139,Muy Baja (0-2 mi),Muy Cálida (>80°F)
USA,2013,March,Saturday,Afternoon,Rural,Highway,Foggy,148.2628482208811,3,103,18-25,Female,0.0462228495885676,0,Poor,1,1,2,3,3,23.69677868587131,2858.4271924971063,Dry,Speeding,6,14641.5147625592,83565.12614818494,South America,1029.4551277595042,Medellín,Lluvia Fuerte,59.06389803928323,7.6216351161530325,Media (5-10 mi),Templada (40-60°F)
Australia,2018,August,Saturday,Evening,Urban,Main Road,Rainy,321.53673580483843,4,62,61+,Male,0.0512792731430871,0,Good,0,1,2,5,1,15.928828286866246,9992.529566099009,Wet,Weather,1,47071.008596858905,64024.05817518325,South America,2941.789841019473,Barranquilla,Neblina,62.76965281688785,6.424445952685299,Media (5-10 mi),Cálida (60-80°F)
Brazil,2016,February,Wednesday,Afternoon,Urban,Street,Rainy,316.9461327509608,4,58,26-40,Male,0.0611228901040479,0,Good,1,0,2,1,3,59.89427340927138,7673.824428346412,Wet,Distracted Driving,5,9356.300865978,5102.558084574845,Asia,3735.067512147532,Cartagena,Lluvia Leve,90.73805369822745,7.8971368093416014,Media (5-10 mi),Muy Cálida (>80°F)
USA,2017,November,Tuesday,Night,Rural,Highway,Windy,406.3273014920136,4,113,<18,Male,0.0310275807916318,1,Good,1,0,2,3,4,22.641772156018263,2246.5378347523406,Dry,Drunk Driving,0,29235.555650022485,10884.690771007516,Asia,3526.137379329635,Medellín,Nublado,71.29184958771287,0.7279818283496445,Muy Baja (0-2 mi),Cálida (60-80°F)
UK,2017,November,Wednesday,Night,Urban,Main Road,Clear,456.56560778921335,3,32,<18,Male,0.1435830500734859,1,Good,0,2,2,17,4,43.5514623385254,8648.905880031043,Dry,Weather,3,17952.77540997087,85090.11231234003,North America,357.09785920002554,Barranquilla,Despejado,57.062516108858624,2.6973247847921837,Baja (2-5 mi),Templada (40-60°F)
Brazil,2000,July,Monday,Evening,Rural,Street,Rainy,237.82204450606247,1,96,26-40,Female,0.246044908396229,1,Moderate,1,2,2,0,3,15.408341616789803,1436.3646553290512,Dry,Drunk Driving,4,49207.115660999705,31242.12951432682,Asia,4644.488353147397,Bogotá,Nublado,86.8028277891758,5.473907693431883,Media (5-10 mi),Muy Cálida (>80°F)
China,2003,September,Monday,Evening,Urban,Highway,Snowy,191.62523599871335,4,65,26-40,Male,0.2289433385141366,1,Good,0,0,2,8,2,19.904257893631307,8994.136662453866,Icy,Mechanical Failure,2,40542.449853347935,49590.69710867551,Australia,801.6297564933997,Barranquilla,Lluvia Leve,75.36104289107483,9.366005783272728,Media (5-10 mi),Cálida (60-80°F)
Australia,2009,February,Sunday,Evening,Urban,Highway,Rainy,191.86226443907503,3,48,26-40,Male,0.0703273287029306,1,Moderate,0,0,2,11,3,27.44594862267301,2748.9072507010737,Snow-covered,Mechanical Failure,0,1841.984772993408,7367.73842585816,North America,2524.845491749896,Cali,Neblina,77.81489909045705,4.112205665935034,Baja (2-5 mi),Cálida (60-80°F)
India,2008,May,Monday,Evening,Urban,Street,Windy,360.0314424660978,1,63,61+,Male,0.1355919624486126,1,Moderate,1,1,2,19,0,28.425151215913903,8799.859578315012,Icy,Speeding,7,9208.6875383036,68779.16763526102,Asia,939.1198592571568,Barranquilla,Lluvia Leve,71.21733118414573,8.18307780808675,Media (5-10 mi),Cálida (60-80°F)
China,2015,August,Thursday,Afternoon,Urban,Highway,Rainy,84.68200366350939,1,36,<18,Male,0.1861415219324266,0,Moderate,2,1,2,9,0,30.827949996184557,9473.009678942277,Wet,Weather,4,24499.783797034157,80784.83301395293,South America,1491.3943102549172,Cali,Lluvia Leve,77.8645428715067,9.630495130149102,Media (5-10 mi),Cálida (60-80°F)
Germany,2015,October,Saturday,Evening,Rural,Highway,Windy,325.2631861921541,4,119,26-40,Male,0.2455184184843968,0,Moderate,0,0,2,6,3,32.21665874933544,8521.631140442347,Icy,Mechanical Failure,7,28750.677811603116,11038.88433214742,Asia,4104.3563270815785,Bogotá,Lluvia Leve,83.78756749737232,2.6109830038051056,Baja (2-5 mi),Muy Cálida (>80°F)
Canada,2005,May,Sunday,Night,Rural,Main Road,Foggy,154.91025713152203,3,62,<18,Female,0.0425687379142904,0,Moderate,1,1,2,16,1,40.49172303729258,7842.018946934966,Wet,Distracted Driving,1,48328.19514720796,89070.65519464409,Australia,2402.897834679915,Cali,Lluvia Leve,78.66520441744376,9.559318388883726,Media (5-10 mi),Cálida (60-80°F)
Japan,2014,January,Monday,Evening,Urban,Main Road,Clear,317.8658933219235,1,59,26-40,Male,0.218200696999226,1,Moderate,2,0,2,16,1,39.926237094296695,4573.795701115548,Snow-covered,Distracted Driving,6,22549.26602325821,25644.775442825558,Europe,1866.4609144516628,Bogotá,Neblina,78.51612500369862,9.666460415625455,Media (5-10 mi),Cálida (60-80°F)
Germany,2017,April,Wednesday,Evening,Rural,Highway,Foggy,132.80739270417388,3,55,41-60,Female,0.1675646170679274,0,Good,1,1,2,8,1,52.908383483525526,6676.257941828818,Snow-covered,Speeding,6,7264.298652817952,43214.19130000816,North America,2858.552146111385,Bogotá,Neblina,77.37441131619151,4.315719992382585,Baja (2-5 mi),Cálida (60-80°F)
Japan,2003,November,Tuesday,Night,Urban,Main Road,Rainy,123.68112991347016,2,89,<18,Male,0.0977529373022322,0,Moderate,2,1,2,15,0,19.543240171855444,6686.741555623144,Dry,Distracted Driving,2,44537.725966293794,71363.81071087696,Australia,4246.426551482898,Cartagena,Despejado,52.30465461714089,7.198670765525336,Media (5-10 mi),Templada (40-60°F)
USA,2012,February,Friday,Evening,Rural,Highway,Clear,349.1975585364442,1,100,41-60,Female,0.2340237044408745,1,Good,2,1,2,0,3,7.8578359886131,2987.7301622611044,Wet,Weather,1,22540.58218726062,7076.569009073059,Asia,2858.437563651331,Barranquilla,Despejado,51.515749006421544,7.524782041985706,Media (5-10 mi),Templada (40-60°F)
Canada,2005,October,Saturday,Morning,Urban,Street,Snowy,129.07853049012164,2,49,41-60,Male,0.1654796667443091,1,Moderate,0,1,2,16,3,40.612786764306506,8104.431636341808,Wet,Drunk Driving,2,42787.0155279418,76715.37184585472,Europe,3362.326652296769,Barranquilla,Despejado,87.30572507361802,6.586037063887821,Media (5-10 mi),Muy Cálida (>80°F)
India,2021,September,Saturday,Evening,Rural,Main Road,Snowy,306.3392192711464,2,60,26-40,Male,0.1845677612888831,1,Good,2,2,2,11,4,28.061941844750137,9944.094511362897,Wet,Drunk Driving,7,27426.83757696489,50586.27092302058,Australia,3473.4252619966974,Cartagena,Neblina,86.52126891356608,1.7120912767655934,Muy Baja (0-2 mi),Muy Cálida (>80°F)
Australia,2005,September,Friday,Night,Rural,Main Road,Clear,61.03912719675616,4,104,61+,Female,0.1971364689152717,0,Good,0,1,2,16,2,19.584873001459457,2706.683597530517,Snow-covered,Drunk Driving,4,14249.919876840007,24158.27062273157,South America,3511.4094624898225,Cali,Despejado,73.14479308210917,5.001164336516556,Media (5-10 mi),Cálida (60-80°F)
USA,2017,November,Sunday,Afternoon,Rural,Highway,Foggy,128.05819035460553,4,57,<18,Female,0.1964147262307344,0,Moderate,2,0,2,2,0,41.57546687261362,9670.72639808529,Wet,Mechanical Failure,6,32620.277012043654,99457.28031802789,Europe,3297.179301733352,Medellín,Lluvia Fuerte,88.51878257103073,6.105623723531098,Media (5-10 mi),Muy Cálida (>80°F)
Japan,2020,April,Friday,Evening,Urban,Main Road,Windy,242.99872658095367,1,87,61+,Female,0.0125911622410685,1,Good,2,2,2,6,1,35.55603656769664,8143.312685593823,Snow-covered,Mechanical Failure,7,6636.756634940409,7704.445857308044,Asia,3797.070251720617,Cartagena,Despejado,88.9373722565339,5.28101898939619,Media (5-10 mi),Muy Cálida (>80°F)
Brazil,2008,January,Thursday,Afternoon,Rural,Main Road,Foggy,170.28506542493125,4,91,18-25,Male,0.2368619511379889,1,Poor,0,0,2,7,1,7.188415183369553,3109.929922857795,Snow-covered,Drunk Driving,8,2172.760993504036,37311.10456503776,North America,4145.881532556102,Bogotá,Lluvia Fuerte,51.24234092535655,4.750674033101048,Baja (2-5 mi),Templada (40-60°F)
India,2011,January,Friday,Night,Urban,Highway,Rainy,490.94191718930347,3,108,61+,Female,0.0782204598746612,1,Good,1,1,2,13,4,38.281219483158,5826.637447904422,Dry,Speeding,3,34808.27502242959,71119.13218498287,Australia,2451.899257611577,Barranquilla,Despejado,73.07679413167126,7.936255253964812,Media (5-10 mi),Cálida (60-80°F)
Australia,2008,December,Saturday,Evening,Rural,Street,Snowy,399.1603547734575,3,34,26-40,Female,0.0910545932855033,0,Moderate,2,0,2,13,3,37.35138311507476,7218.018390383765,Dry,Distracted Driving,8,25465.744461462524,79745.49073467714,South America,1070.107633650014,Cali,Lluvia Fuerte,72.37650163708435,4.286867962415856,Baja (2-5 mi),Cálida (60-80°F)
Canada,2013,August,Tuesday,Morning,Rural,Highway,Snowy,490.3821694764421,1,46,61+,Male,0.1969548218015832,0,Poor,0,2,2,15,2,53.83817965988384,5990.71133832271,Dry,Speeding,0,2787.282075644464,48642.129438530814,Asia,1003.8314404911312,Medellín,Despejado,66.29996149075387,9.590573041574011,Media (5-10 mi),Cálida (60-80°F)
India,2021,July,Friday,Afternoon,Rural,Main Road,Snowy,393.82763865491,4,85,<18,Male,0.2126297899948192,1,Good,1,2,2,16,0,20.176899159314587,5350.418893306656,Dry,Speeding,1,16503.819332561514,58660.59669667667,South America,1926.4873504018249,Medellín,Lluvia Fuerte,87.03342922074525,5.880391049857624,Media (5-10 mi),Muy Cálida (>80°F)
USA,2004,October,Tuesday,Morning,Rural,Street,Snowy,161.15016278713995,1,80,41-60,Male,0.0046069927172295,1,Good,0,0,2,5,2,30.128632957718317,6681.857317152631,Wet,Mechanical Failure,3,24581.67549567602,45988.99281705279,Europe,3345.60580134157,Bogotá,Nublado,80.47008763697215,8.69904910680555,Media (5-10 mi),Muy Cálida (>80°F)
Russia,2012,August,Sunday,Morning,Urban,Main Road,Windy,60.22727780053343,3,74,61+,Female,0.2006992714192366,0,Moderate,2,1,2,10,3,57.287519842098206,7994.6426016551795,Snow-covered,Mechanical Failure,1,33334.76207737132,91689.7710711206,Europe,3549.4622414289265,Bogotá,Neblina,76.83663224887125,2.4888563167240054,Baja (2-5 mi),Cálida (60-80°F)
Canada,2018,August,Thursday,Afternoon,Rural,Street,Rainy,237.4022206385173,3,59,61+,Female,0.0878375309589802,1,Moderate,0,2,2,17,3,54.10682589321712,4959.023238295643,Icy,Distracted Driving,9,5804.318248846535,27006.01583146936,Europe,3482.817864964169,Barranquilla,Despejado,50.509223499427236,5.953779599192203,Media (5-10 mi),Templada (40-60°F)
Germany,2015,August,Wednesday,Afternoon,Rural,Main Road,Rainy,429.913112687012,3,112,26-40,Female,0.1069171842054784,1,Moderate,0,1,2,8,4,33.868044951864746,9693.956391937709,Snow-covered,Weather,0,37062.83362275635,24168.767450287483,Asia,1677.91481848791,Medellín,Lluvia Fuerte,58.27599279232071,8.102567227613207,Media (5-10 mi),Templada (40-60°F)
Russia,2005,February,Monday,Night,Urban,Highway,Windy,374.6677265924075,1,47,41-60,Male,0.1256466172668733,1,Poor,2,1,2,13,3,24.517086950142595,2435.2089308518744,Dry,Mechanical Failure,7,34403.80184564825,27191.34046180206,North America,1737.6734340463197,Bogotá,Lluvia Fuerte,75.45161247595665,6.866257672259868,Media (5-10 mi),Cálida (60-80°F)
Canada,2024,January,Friday,Morning,Rural,Highway,Foggy,88.6880443958674,1,49,18-25,Male,0.1224623690537622,0,Good,0,0,2,5,1,35.437638763362735,4865.507719527294,Wet,Mechanical Failure,9,40086.159802431874,35842.992462381,Asia,3422.753871964963,Cali,Despejado,70.84378225315612,3.2024570828844796,Baja (2-5 mi),Cálida (60-80°F)
Japan,2010,April,Tuesday,Morning,Urban,Street,Snowy,128.71420967488365,2,78,61+,Female,0.1488367412891108,0,Good,2,2,2,0,4,5.030941578004184,3910.514927482639,Icy,Speeding,1,42608.75750453514,99791.77505833944,South America,2686.0014633843875,Barranquilla,Lluvia Leve,50.551266125928954,8.396700370991393,Media (5-10 mi),Templada (40-60°F)
Japan,2006,September,Sunday,Evening,Urban,Main Road,Snowy,289.32644234866024,4,90,41-60,Male,0.1067647548774578,0,Good,2,1,2,17,1,5.0204973592617606,9094.932699315224,Dry,Drunk Driving,4,27976.38653923802,54227.71397640869,Asia,1664.4521911191212,Cali,Nublado,76.58696504034427,7.374094324858945,Media (5-10 mi),Cálida (60-80°F)
Japan,2006,May,Saturday,Evening,Rural,Street,Snowy,186.2564125937884,4,38,18-25,Female,0.1785512462894967,1,Poor,0,1,2,4,0,33.76583297240536,489.4724072263483,Wet,Distracted Driving,1,17197.529103492303,82260.06483390568,North America,3699.741309875659,Bogotá,Neblina,62.04355271833003,1.255487153682099,Muy Baja (0-2 mi),Cálida (60-80°F)
Germany,2004,March,Thursday,Morning,Urban,Street,Rainy,59.11800584412407,2,41,18-25,Male,0.1135258953054836,0,Poor,1,0,2,5,3,42.80231547703843,4433.580044585408,Snow-covered,Drunk Driving,6,40422.45834594889,59995.23022308442,South America,1153.2765542751254,Cali,Despejado,92.2264224174215,6.1210825878985045,Media (5-10 mi),Muy Cálida (>80°F)
Canada,2012,February,Saturday,Morning,Urban,Main Road,Rainy,106.5531408052606,1,97,<18,Male,0.1510651335916025,1,Good,0,2,2,11,4,34.475831160381546,9802.116132976556,Dry,Distracted Driving,2,11940.934572730575,95799.53664297287,Europe,560.9813524272212,Barranquilla,Lluvia Fuerte,60.24970525148841,9.296251884255582,Media (5-10 mi),Cálida (60-80°F)
USA,2005,August,Saturday,Morning,Rural,Main Road,Snowy,331.31515360854684,4,96,41-60,Male,0.0127272696405402,1,Moderate,0,2,2,19,3,46.40703343544669,7260.149446852262,Wet,Mechanical Failure,7,9953.500065906906,79054.78878280937,North America,718.5345595543602,Bogotá,Nublado,65.6776495621943,7.494393047890084,Media (5-10 mi),Cálida (60-80°F)
India,2013,February,Sunday,Afternoon,Urban,Highway,Snowy,437.375474498459,3,100,18-25,Male,0.1881742906248432,0,Moderate,2,0,2,12,3,35.9509202277274,385.3602648932685,Wet,Speeding,0,9669.939100262862,91325.52325761523,South America,2073.2216204154447,Bogotá,Nublado,86.37344759419688,4.24957780452105,Baja (2-5 mi),Muy Cálida (>80°F)
Brazil,2013,September,Saturday,Night,Urban,Street,Windy,70.31380152668265,4,83,<18,Male,0.2418299860101956,0,Good,1,2,2,17,3,9.445057199804044,2782.3140094295454,Dry,Weather,8,46264.45647060307,67174.7171954848,Australia,1184.3411164721274,Cartagena,Nublado,75.1321074519256,2.73371034806025,Baja (2-5 mi),Cálida (60-80°F)
Australia,2022,January,Tuesday,Evening,Urban,Street,Windy,290.8977439647779,4,48,18-25,Female,0.1285060453050238,0,Poor,1,2,2,11,3,7.223099790762964,1240.2410768332013,Wet,Drunk Driving,1,20189.79119035258,37192.35232561366,North America,4213.021492692262,Medellín,Lluvia Leve,92.43322131267797,8.43219510046066,Media (5-10 mi),Muy Cálida (>80°F)
Brazil,2010,January,Thursday,Evening,Rural,Main Road,Rainy,480.4219600517727,2,107,41-60,Male,0.1823916631224028,1,Good,0,2,2,14,3,16.440807809628733,3683.981304846923,Wet,Mechanical Failure,7,19318.91420431013,63730.79287596804,Europe,1971.1372549361329,Bogotá,Nublado,66.73975003078866,3.746207060433014,Baja (2-5 mi),Cálida (60-80°F)
Germany,2004,June,Friday,Morning,Rural,Main Road,Snowy,173.9272697894321,4,68,<18,Male,0.1308865289292817,1,Good,0,0,2,4,4,10.835447343846836,5789.610309486242,Wet,Speeding,2,22335.425238994965,67729.90146798031,Asia,3573.331420124961,Cartagena,Neblina,51.96779151285554,4.475906869802397,Baja (2-5 mi),Templada (40-60°F)
USA,2010,September,Saturday,Afternoon,Rural,Highway,Snowy,237.75700807623744,1,57,41-60,Male,0.0641547260953923,1,Good,1,0,2,12,2,18.94567912365604,7884.93920442258,Icy,Distracted Driving,9,43999.383854527645,19417.138681281125,South America,3317.402809167384,Cali,Neblina,63.16535658650058,4.561728934654902,Baja (2-5 mi),Cálida (60-80°F)
Japan,2009,November,Tuesday,Afternoon,Urban,Street,Clear,478.7779811423743,4,81,26-40,Male,0.219941157320865,0,Poor,2,1,2,9,2,30.865067252099365,8826.059514930615,Wet,Weather,7,13076.914759684303,84610.22970639767,South America,4530.091460636676,Medellín,Lluvia Leve,60.996102062962905,7.99766762132314,Media (5-10 mi),Cálida (60-80°F)
USA,2017,April,Friday,Night,Rural,Highway,Foggy,463.331561015525,1,79,18-25,Female,0.1711859295962399,0,Good,2,0,2,1,3,11.578470778738104,4648.708839503893,Icy,Weather,9,43103.84569239672,59808.10758650876,South America,3166.839140317544,Bogotá,Despejado,64.24674025011439,2.8121095778154155,Baja (2-5 mi),Cálida (60-80°F)
Russia,2011,August,Friday,Night,Urban,Main Road,Rainy,440.84280311737245,1,99,41-60,Male,0.2026311020711436,1,Moderate,1,2,2,4,4,54.30289843129433,2387.095350910066,Dry,Distracted Driving,7,5566.069202004126,26533.67954053884,Europe,2490.622310885284,Bogotá,Despejado,81.95222892144011,3.65512595696392,Baja (2-5 mi),Muy Cálida (>80°F)
Brazil,2000,July,Wednesday,Morning,Rural,Highway,Foggy,306.31330699227345,3,101,<18,Female,0.142949935409557,0,Poor,1,1,2,5,3,27.88308374280249,3841.543035453136,Snow-covered,Weather,7,19277.67311684089,72128.10592483592,North America,3561.1626624244104,Cali,Despejado,77.26937633092322,7.5628878776535355,Media (5-10 mi),Cálida (60-80°F)
UK,2023,March,Saturday,Afternoon,Rural,Main Road,Clear,90.14448118957463,4,65,41-60,Female,0.0053697059177506,0,Poor,0,1,2,5,1,54.042309352592206,1265.3613214595,Wet,Distracted Driving,6,23304.52059332773,52059.66944768018,South America,4295.174158504742,Medellín,Neblina,55.91949327651687,5.422028938474245,Media (5-10 mi),Templada (40-60°F)
Japan,2000,February,Sunday,Morning,Urban,Highway,Rainy,82.15911878611709,3,51,18-25,Female,0.1197629598640046,0,Good,0,0,2,14,4,34.25443202740405,5786.365103837871,Dry,Mechanical Failure,2,6568.097036765283,74223.28129997179,South America,1581.909971263749,Barranquilla,Neblina,53.80009454860265,5.212464919687344,Media (5-10 mi),Templada (40-60°F)
Brazil,2011,September,Sunday,Morning,Rural,Highway,Clear,73.84123280621567,3,119,61+,Female,0.2016458259742867,1,Good,2,2,2,0,4,39.51131373136532,5261.636332837977,Wet,Speeding,0,35629.5908552543,49928.68498211003,South America,428.546968094275,Cartagena,Lluvia Leve,92.32551686936576,6.514188125309657,Media (5-10 mi),Muy Cálida (>80°F)
Japan,2000,August,Friday,Afternoon,Urban,Main Road,Clear,470.440687624644,1,119,26-40,Female,0.0510426104980145,1,Good,2,1,2,17,3,52.077054524143904,6208.286188821122,Icy,Drunk Driving,6,30430.572583476423,8864.420990389921,Asia,2174.562842606497,Barranquilla,Lluvia Leve,83.70630454534091,2.094280204727717,Baja (2-5 mi),Muy Cálida (>80°F)
India,2020,September,Friday,Evening,Urban,Street,Rainy,144.93974499646697,3,103,41-60,Male,0.2346181746140218,0,Moderate,0,1,2,14,2,46.780706225713686,9139.495241757242,Wet,Distracted Driving,1,49968.52777260657,21730.49304660568,Asia,1448.09086696788,Medellín,Nublado,71.74398748849869,4.831147658749667,Baja (2-5 mi),Cálida (60-80°F)
UK,2006,November,Sunday,Night,Urban,Main Road,Snowy,121.6156177828699,2,104,<18,Male,0.0084752115928971,1,Moderate,2,0,2,7,4,56.35710650176659,1113.2564550452353,Dry,Weather,2,28415.720732688424,51760.84225292637,Europe,3047.0741009005437,Barranquilla,Neblina,84.34269328851853,7.390236542982239,Media (5-10 mi),Muy Cálida (>80°F)
USA,2023,July,Sunday,Evening,Rural,Street,Clear,284.1634766234695,3,100,<18,Male,0.0886935137919548,1,Moderate,0,2,2,18,0,8.937981527976298,9585.451924140774,Wet,Mechanical Failure,9,18300.389803188933,70670.80554573688,Europe,4080.1843376709703,Cartagena,Despejado,78.09115075572936,8.606322035631926,Media (5-10 mi),Cálida (60-80°F)
China,2003,February,Tuesday,Night,Rural,Highway,Foggy,499.1913064870412,1,36,61+,Female,0.0074456771128983,0,Poor,0,2,2,13,3,31.95107797303164,5377.477801873927,Dry,Drunk Driving,2,44452.41673304881,21552.6790428654,Europe,2515.9319701517784,Cartagena,Neblina,66.08009141430814,7.7140996364976315,Media (5-10 mi),Cálida (60-80°F)
Brazil,2018,May,Friday,Evening,Urban,Main Road,Foggy,330.97419427272354,4,63,61+,Female,0.1141626773132593,1,Poor,1,2,2,13,4,54.3458678973202,5911.134288767533,Snow-covered,Drunk Driving,7,5749.154468040447,98194.65453639928,North America,32.16277832491278,Medellín,Nublado,50.975102171032795,5.982384923083636,Media (5-10 mi),Templada (40-60°F)
Brazil,2000,September,Friday,Morning,Rural,Main Road,Snowy,136.41017684667236,4,90,<18,Female,0.1282707922217759,1,Good,0,2,2,1,1,11.642119964363385,3607.870146168143,Icy,Weather,1,3703.9852725515375,49216.06629573461,Europe,952.0715589689698,Cali,Lluvia Fuerte,76.32260988853457,3.9167271129567904,Baja (2-5 mi),Cálida (60-80°F)
Canada,2000,December,Thursday,Morning,Rural,Highway,Rainy,353.57739994097955,2,93,41-60,Female,0.1701861255757903,0,Good,0,2,2,10,4,28.184709228777272,3868.076425258569,Snow-covered,Mechanical Failure,8,44470.67431793475,49746.92146748374,Asia,1789.7673923996365,Bogotá,Lluvia Leve,84.48087759779183,4.917245995642455,Baja (2-5 mi),Muy Cálida (>80°F)
