country,year,month,day_of_week,time_of_day,urban_rural,road_type,weather_conditions,visibility_level,number_of_vehicles_involved,speed_limit,driver_age_group,driver_gender,driver_alcohol_level,driver_fatigue,vehicle_condition,pedestrians_involved,cyclists_involved,severity,number_of_injuries,number_of_fatalities,emergency_response_time,traffic_volume,road_condition,accident_cause,insurance_claims,medical_cost,economic_loss,region,population_density,city,weather_condition,temperature_f,visibility_mi,categoria_visibilidad,categoria_temperatura
Canada,2017,July,Sunday,Night,Rural,Main Road,Foggy,495.0353885330962,1,93,<18,Female,0.0215471785129404,0,Moderate,2,1,2,11,0,45.96751626359105,2149.7137576682976,Icy,Drunk Driving,6,40779.54652902162,33105.10953924271,Europe,4398.460057383956,Cartagena,Nublado,74.43691060921499,9.834270769420895,Media (5-10 mi),Cálida (60-80°F)
UK,2020,November,Monday,Morning,Urban,Street,Clear,436.747457737518,1,33,26-40,Female,0.2185536410950799,0,Poor,2,2,2,1,1,21.130745647535075,2036.7487664754512,Icy,Mechanical Failure,2,16956.91229028703,26376.13830996481,South America,1091.7256336987236,Barranquilla,Lluvia Leve,58.20217894953916,6.403152409626181,Media (5-10 mi),Templada (40-60°F)
India,2008,August,Wednesday,Evening,Urban,Highway,Snowy,184.47564010082348,2,109,61+,Male,0.1784043260914565,1,Good,1,0,2,18,4,48.58256385834041,234.80962061726652,Icy,Mechanical Failure,7,45041.56227536528,46832.82586570444,North America,2531.6205628953817,Cali,Despejado,61.81185745816187,9.578003766523427,Media (5-10 mi),Cálida (60-80°F)
USA,2024,October,Tuesday,Afternoon,Urban,Highway,Snowy,481.1466320866436,2,42,26-40,Female,0.0508477579298427,0,Moderate,2,2,2,11,1,18.13370861875022,6880.409398264887,Icy,Speeding,1,22836.44621814591,29808.21967158868,Australia,3865.206255343179,Cartagena,Despejado,57.197239877481074,4.020170469029608,Baja (2-5 mi),Templada (40-60°F)
Australia,2009,October,Wednesday,Afternoon,Urban,Street,Snowy,371.1328264848276,2,84,41-60,Female,0.1271339009236368,1,Good,0,2,2,2,1,58.97687081050087,5305.119403955065,Icy,Speeding,6,45763.54885402503,26384.78219334853,Asia,468.2905399336687,Medellín,Nublado,62.846442034356635,8.919758046256193,Media (5-10 mi),Cálida (60-80°F)
Australia,2023,December,Friday,Morning,Rural,Street,Foggy,190.1523504147034,4,104,<18,Male,0.0507716769983206,0,Poor,2,0,2,17,4,50.316937344723215,6606.173044929612,Dry,Drunk Driving,4,6261.606175965262,94441.51699937935,South America,2593.507874122811,Cali,Neblina,69.55848171142873,6.397139793242003,Media (5-10 mi),Cálida (60-80°F)
Japan,2018,April,Wednesday,Evening,Rural,Highway,Clear,457.2414477429351,3,84,18-25,Male,0.1361015340569751,1,Good,0,1,2,2,1,13.240194500926066,3399.860410568305,Wet,Speeding,7,11611.595592069429,92852.36470136562,North America,20.449452144053424,Cartagena,Lluvia Leve,89.56734308488294,3.845307559740548,Baja (2-5 mi),Muy Cálida (>80°F)
Germany,2000,April,Friday,Night,Rural,Main Road,Rainy,160.75045452978662,4,37,26-40,Female,0.109714074421454,1,Poor,0,0,2,12,2,38.2896363377067,3892.1665688313487,Snow-covered,Distracted Driving,3,24728.333614728665,4653.156626935234,South America,1033.4155843992398,Barranquilla,Despejado,74.30257806309653,5.338848798174904,Media (5-10 mi),Cálida (60-80°F)
Russia,2007,January,Monday,Night,Urban,Street,Foggy,251.21220003376385,1,82,41-60,Male,0.0253320427830176,0,Poor,0,0,2,16,2,51.70932510062659,4675.281753489985,Wet,Mechanical Failure,4,35721.488418389046,74236.884918782,North America,93.4767753579995,Barranquilla,Despejado,74.46785187831654,5.9044114333737525,Media (5-10 mi),Cálida (60-80°F)
Germany,2007,December,Thursday,Night,Urban,Main Road,Windy,140.9434884534764,3,36,61+,Male,0.0750252527488923,0,Poor,0,0,2,15,1,38.45086751872406,8529.838335676644,Icy,Mechanical Failure,9,36596.96942127079,14707.970797530634,South America,4260.710047267645,Medellín,Nublado,66.81671817841153,7.886445220531217,Media (5-10 mi),Cálida (60-80°F)
USA,2017,September,Wednesday,Afternoon,Rural,Main Road,Foggy,354.78167440100515,4,45,26-40,Male,0.180728038645265,0,Good,1,1,2,0,2,50.61147543178191,424.6774933197916,Snow-covered,Speeding,7,7119.70488989633,61867.023381700536,South America,3109.7204717426703,Bogotá,Lluvia Fuerte,76.35737632729875,7.008247116103252,Media (5-10 mi),Cálida (60-80°F)
Japan,2015,February,Saturday,Night,Urban,Street,Windy,315.44283733854513,2,70,18-25,Female,0.1925497613397048,0,Moderate,0,2,2,19,2,44.32309085179738,1765.7432058179463,Snow-covered,Mechanical Failure,1,18149.47367913615,34820.520341239324,North America,3607.6582614870304,Bogotá,Nublado,86.225158135192,6.659695981048307,Media (5-10 mi),Muy Cálida (>80°F)
China,2006,July,Friday,Night,Rural,Highway,Clear,207.58398214810427,4,87,18-25,Female,0.214661691875322,0,Good,0,2,2,0,2,23.540689351160143,2875.4366140148923,Icy,Weather,1,47706.0762146829,20453.529487130578,Australia,2476.6640245007466,Medellín,Lluvia Leve,67.10908300804604,7.13158075582029,Media (5-10 mi),Cálida (60-80°F)
China,2017,July,Wednesday,Evening,Urban,Main Road,Clear,100.56689758736589,2,87,18-25,Male,0.0639037145346757,0,Moderate,1,2,2,15,4,26.76932450381967,5460.06050726616,Dry,Weather,6,45718.43051254489,81216.91357867979,Europe,3761.210160584814,Barranquilla,Nublado,83.25154717860244,6.185320901593429,Media (5-10 mi),Muy Cálida (>80°F)
Australia,2015,August,Saturday,Afternoon,Rural,Highway,Snowy,92.177741554226,2,42,61+,Female,0.0864725412585616,1,Good,0,1,2,4,3,5.351501617837048,8438.05275351939,Snow-covered,Distracted Driving,4,41545.04366922373,39785.21047918251,Europe,3547.66337655349,Cartagena,Lluvia Leve,63.7622746701013,7.717182253102554,Media (5-10 mi),Cálida (60-80°F)
India,2013,October,Tuesday,Afternoon,Rural,Highway,Clear,86.18615502347616,3,108,18-25,Female,0.0383204273591456,0,Moderate,0,2,2,15,1,51.28297213858457,5351.056819383242,Wet,Speeding,1,49335.04175471106,5601.324362414153,Australia,2645.5514506100144,Barranquilla,Neblina,93.7860460115396,7.273248150981682,Media (5-10 mi),Muy Cálida (>80°F)
USA,2022,September,Friday,Morning,Rural,Street,Windy,332.56368295797495,4,37,61+,Female,0.1313874726123357,0,Poor,0,0,2,14,4,9.42583766106723,2287.975272751896,Snow-covered,Mechanical Failure,8,34538.00941484266,89726.87050574592,Europe,3420.567031342466,Medellín,Neblina,61.5863952920068,0.9938025349401989,Muy Baja (0-2 mi),Cálida (60-80°F)
Japan,2005,February,Saturday,Afternoon,Rural,Street,Foggy,136.37674732296003,4,106,<18,Male,0.047654473578034,1,Moderate,2,0,2,15,2,37.48082403113302,3348.214778315443,Icy,Distracted Driving,9,4407.905255694701,72165.88593334514,Europe,3465.252870366357,Medellín,Lluvia Leve,70.42068364589615,3.583804549237781,Baja (2-5 mi),Cálida (60-80°F)
Russia,2018,January,Monday,Night,Rural,Street,Foggy,101.340254505683,2,41,18-25,Male,0.2380053983533185,0,Moderate,1,0,2,10,0,39.32969570094114,4103.483644675302,Dry,Speeding,4,19783.64425669637,40770.89177152311,Asia,1236.0851203222446,Barranquilla,Despejado,74.72210378805885,1.3699594720786934,Muy Baja (0-2 mi),Cálida (60-80°F)
China,2019,June,Thursday,Night,Urban,Highway,Windy,374.54317563054633,3,75,41-60,Male,0.0075660831186628,0,Moderate,1,1,2,6,2,17.388897247112602,1507.6344579830086,Dry,Mechanical Failure,2,26853.034517332053,79916.73353465754,North America,2746.862678682794,Barranquilla,Neblina,53.0729179239574,2.860354795119291,Baja (2-5 mi),Templada (40-60°F)
Germany,2004,October,Saturday,Morning,Urban,Highway,Windy,169.14761192324744,4,104,26-40,Female,0.1346588749480667,1,Good,2,1,2,2,1,18.57636082122319,8316.27271195763,Snow-covered,Mechanical Failure,7,19902.184308310727,91584.47970867486,South America,4109.762015284996,Barranquilla,Lluvia Leve,77.6574122427993,8.030639053116165,Media (5-10 mi),Cálida (60-80°F)
USA,2012,October,Tuesday,Afternoon,Urban,Main Road,Clear,392.0459085258473,2,104,<18,Male,0.2104678451393437,1,Poor,1,1,2,5,1,5.444707093197282,2815.9042137521305,Dry,Drunk Driving,4,26861.247213303992,23149.395114485436,Australia,4309.917090126956,Cartagena,Lluvia Fuerte,92.64480039612545,5.3565947976314545,Media (5-10 mi),Muy Cálida (>80°F)
Japan,2020,November,Sunday,Evening,Urban,Main Road,Clear,219.4313529345017,3,48,41-60,Female,0.0932255913132214,1,Poor,2,1,2,12,0,14.27348798560649,9129.686700784105,Dry,Mechanical Failure,8,37841.85371502214,54030.40268068966,North America,4599.624300830791,Cartagena,Nublado,86.72480370424005,7.560799525060487,Media (5-10 mi),Muy Cálida (>80°F)
Germany,2019,June,Tuesday,Morning,Rural,Street,Snowy,487.5909963822701,3,115,41-60,Female,0.0208723104600287,0,Good,2,0,2,4,3,38.8055320745741,1957.4385762184556,Wet,Weather,2,43459.59068526687,74909.01160731375,Europe,2623.56917003796,Cartagena,Despejado,69.83712853818759,1.9749617687951244,Muy Baja (0-2 mi),Cálida (60-80°F)
India,2023,April,Sunday,Afternoon,Rural,Street,Rainy,165.59215371704278,3,37,61+,Female,0.1240178391450993,0,Poor,2,2,2,13,4,8.57533318959375,8585.388110682434,Wet,Weather,1,35748.63249340132,51411.7780983005,Asia,2606.840905829734,Medellín,Lluvia Leve,73.26589420405188,7.504796382473999,Media (5-10 mi),Cálida (60-80°F)
Canada,2016,June,Tuesday,Morning,Urban,Street,Foggy,164.84311760194004,4,93,26-40,Female,0.0272870321719937,1,Good,1,0,2,12,1,22.832804571686136,9110.723176523345,Snow-covered,Speeding,5,15390.46526557669,80484.87911477454,Asia,2184.019868065045,Cartagena,Nublado,82.20043857999957,2.288450487372576,Baja (2-5 mi),Muy Cálida (>80°F)
Brazil,2007,August,Saturday,Afternoon,Rural,Highway,Snowy,486.7243118017578,1,77,41-60,Male,0.0672120965629784,1,Poor,1,0,2,2,2,50.60653830832933,9069.061228937904,Icy,Weather,9,28551.279297000256,70685.02899917237,North America,2984.805735508698,Medellín,Nublado,54.54672109122116,1.797653751616934,Muy Baja (0-2 mi),Templada (40-60°F)
Australia,2009,October,Thursday,Afternoon,Rural,Street,Snowy,132.34262314464212,1,54,61+,Female,0.0889027021930579,0,Good,1,0,2,8,0,22.186009503624582,2782.5466778135947,Snow-covered,Distracted Driving,6,28535.19375757659,18036.171617146545,Australia,1220.3433858363594,Cartagena,Neblina,58.18168786993718,8.663485280249892,Media (5-10 mi),Templada (40-60°F)
Germany,2009,September,Thursday,Night,Urban,Main Road,Rainy,477.8961582984844,3,101,26-40,Female,0.1040621227394869,1,Good,0,0,2,12,3,56.7230243607518,6068.186870600689,Icy,Mechanical Failure,2,6724.21991851419,93292.56424474627,South America,1744.260567794954,Cartagena,Despejado,58.40035518324488,5.932801674766724,Media (5-10 mi),Templada (40-60°F)
UK,2011,June,Saturday,Afternoon,Rural,Main Road,Clear,130.63200793379113,2,89,41-60,Female,0.0838889826139739,1,Moderate,0,0,2,1,0,44.04199655191613,8999.174026133462,Wet,Mechanical Failure,7,16548.13888021988,15235.652605555017,Australia,2177.203281030332,Cartagena,Neblina,52.396857467181164,8.436397927306212,Media (5-10 mi),Templada (40-60°F)
India,2006,July,Sunday,Night,Urban,Street,Foggy,268.12654385775943,2,111,61+,Female,0.0133320173137512,1,Good,0,1,2,19,1,57.467419486040775,9841.94007156434,Wet,Weather,3,34759.14687598903,94552.68109017774,Europe,1331.2093742356058,Bogotá,Neblina,62.57746983264485,6.3203431699360735,Media (5-10 mi),Cálida (60-80°F)
Germany,2007,March,Monday,Morning,Urban,Street,Snowy,400.3324294313091,4,43,61+,Male,0.1664901708495552,1,Good,0,0,2,12,3,7.775438725890906,9269.400419535565,Icy,Speeding,4,46858.030486880256,96369.0072423933,North America,2767.388962058763,Medellín,Lluvia Leve,60.133875333980846,5.071882748090152,Media (5-10 mi),Cálida (60-80°F)
India,2007,November,Monday,Night,Urban,Highway,Clear,409.1079969468646,2,37,61+,Female,0.1448221417571471,0,Good,1,2,2,14,4,32.42736493143305,4023.899020006093,Snow-covered,Mechanical Failure,3,27031.722523885637,71774.94711325376,Asia,3183.24766330928,Bogotá,Lluvia Fuerte,78.52972436464796,8.426915932046587,Media (5-10 mi),Cálida (60-80°F)
Russia,2003,December,Friday,Evening,Rural,Street,Snowy,167.96168072030497,2,88,61+,Female,0.1562288883428543,1,Poor,0,1,2,9,1,50.18000509258751,1359.7808146608302,Dry,Speeding,5,39150.35765455883,78466.16507364258,Asia,4482.088151730219,Medellín,Lluvia Fuerte,83.82616747247693,7.329316763303368,Media (5-10 mi),Muy Cálida (>80°F)
Canada,2005,October,Wednesday,Afternoon,Urban,Street,Clear,208.2972252602504,1,84,61+,Female,0.0368203360324349,1,Moderate,0,0,2,12,4,29.8689381578579,6877.297230570319,Wet,Weather,0,14396.421408169246,13660.30163022824,South America,479.77403060819006,Cali,Neblina,67.49421801588352,6.093330249768626,Media (5-10 mi),Cálida (60-80°F)
India,2016,March,Friday,Morning,Urban,Highway,Clear,77.64007674381797,1,36,41-60,Male,0.0731866695744683,0,Moderate,2,1,2,16,2,8.731414993424535,8783.016861744945,Dry,Mechanical Failure,9,1424.6351980802797,25812.188496817736,Asia,780.8211476452092,Medellín,Nublado,89.18965919783824,1.8041080130011247,Muy Baja (0-2 mi),Muy Cálida (>80°F)
India,2020,December,Friday,Afternoon,Rural,Main Road,Foggy,327.9132297034605,2,43,<18,Female,0.101348244857423,1,Moderate,0,0,2,8,2,19.841411822992324,4950.387139925132,Snow-covered,Weather,5,44201.56268599767,80626.9688197379,South America,309.23315944605537,Barranquilla,Neblina,89.55712012561568,8.26924114508226,Media (5-10 mi),Muy Cálida (>80°F)
Germany,2014,February,Tuesday,Night,Rural,Highway,Rainy,173.02720694823768,3,46,18-25,Male,0.1988999112927611,1,Poor,0,2,2,3,0,8.107834955983257,2522.392662568916,Dry,Drunk Driving,4,9465.316215728844,44638.062120143375,Asia,513.5326699100663,Barranquilla,Nublado,53.2998316881033,9.980642893618468,Media (5-10 mi),Templada (40-60°F)
Russia,2015,July,Sunday,Night,Urban,Main Road,Clear,159.4700442541738,1,111,18-25,Male,0.2225964383617291,0,Poor,0,0,2,18,0,20.60481351282949,7251.883990125295,Wet,Drunk Driving,8,28259.75764066957,36340.20455864037,North America,3124.4783078333166,Bogotá,Lluvia Leve,81.69565880092951,4.594876487797384,Baja (2-5 mi),Muy Cálida (>80°F)
Canada,2007,August,Monday,Night,Urban,Highway,Clear,122.89106288877905,2,105,41-60,Female,0.1653180714808341,0,Poor,0,0,2,3,0,23.309134215222933,1283.4620634861274,Dry,Drunk Driving,8,25558.083051083468,72075.16381409946,South America,3872.473157472412,Bogotá,Lluvia Leve,59.62715631460225,8.769872706845154,Media (5-10 mi),Templada (40-60°F)
China,2010,July,Tuesday,Morning,Rural,Main Road,Windy,172.62486157063813,1,73,41-60,Male,0.2351379210300426,0,Poor,2,1,2,8,3,42.5328407988417,8657.922415108766,Wet,Mechanical Failure,0,12461.948082904672,24853.659122036268,North America,4827.806835003058,Cartagena,Despejado,87.08009043156646,2.5290708602851173,Baja (2-5 mi),Muy Cálida (>80°F)
Russia,2022,May,Friday,Evening,Urban,Highway,Snowy,360.7107596201716,2,32,61+,Female,0.117352837646168,0,Poor,2,2,2,14,2,6.722541793772499,9884.064620687284,Icy,Mechanical Failure,1,15934.168253900474,95377.59049352826,Australia,4578.964306770907,Cartagena,Lluvia Fuerte,66.32767803314803,2.477751905501575,Baja (2-5 mi),Cálida (60-80°F)
Australia,2016,September,Wednesday,Evening,Urban,Street,Windy,54.08648381139079,1,117,26-40,Male,0.1346706390071832,1,Poor,2,0,2,9,3,54.75978270429567,1855.995696181058,Dry,Distracted Driving,8,4406.766170278098,16047.257325701674,Europe,693.7533290778421,Medellín,Despejado,63.974959572557744,5.858068382070178,Media (5-10 mi),Cálida (60-80°F)
USA,2011,December,Sunday,Afternoon,Rural,Highway,Clear,416.6790693313576,1,106,41-60,Male,0.0178045574522631,1,Good,1,0,2,7,0,23.06790842411389,5390.776993149366,Snow-covered,Distracted Driving,8,30894.76818309196,70999.57168999537,Australia,2185.3818612687514,Cali,Despejado,56.264248887296866,6.8813567610221575,Media (5-10 mi),Templada (40-60°F)
Russia,2007,December,Thursday,Morning,Urban,Main Road,Rainy,106.66742325713264,1,103,26-40,Female,0.2018141648359585,0,Good,1,0,2,19,1,48.699746425118,8422.826110591432,Icy,Weather,1,9982.042122737766,31532.781384896185,Australia,965.263287006787,Cali,Lluvia Leve,77.27204949388977,8.658512141307668,Media (5-10 mi),Cálida (60-80°F)
Brazil,2015,August,Thursday,Night,Urban,Street,Windy,111.25511967650252,3,105,26-40,Male,0.0483436363624506,0,Moderate,0,2,2,16,1,35.898459612221856,559.1138555162879,Dry,Drunk Driving,6,45987.43103205669,98833.4341146062,Europe,4667.048668293588,Cartagena,Despejado,72.65099204088408,7.679228036640972,Media (5-10 mi),Cálida (60-80°F)
Russia,2007,October,Sunday,Evening,Rural,Street,Rainy,130.76928894145243,4,107,<18,Female,0.0287924710403622,0,Moderate,0,1,2,18,2,41.58962572026717,8030.579594630217,Dry,Distracted Driving,8,32044.14126721597,47592.66305194564,Europe,2048.942655161728,Cartagena,Despejado,87.75008806317823,1.6077603652110375,Muy Baja (0-2 mi),Muy Cálida (>80°F)
Japan,2000,August,Saturday,Evening,Urban,Highway,Windy,394.603684934494,1,62,18-25,Female,0.1324033528699382,1,Poor,2,2,2,12,4,30.256509725737963,6854.08262970805,Icy,Distracted Driving,4,44001.93533331549,75062.62678244658,Asia,890.577158002627,Barranquilla,Neblina,84.91621598957468,4.171722318098828,Baja (2-5 mi),Muy Cálida (>80°F)
UK,2024,June,Friday,Night,Urban,Highway,Windy,490.8800514994566,2,35,61+,Female,0.0999082312932394,0,Poor,0,2,2,16,0,42.54034445255935,8936.693527616068,Snow-covered,Drunk Driving,9,7486.438199965722,82276.53022860835,Asia,1444.0522052495303,Barranquilla,Lluvia Fuerte,59.61297627661931,6.328678393721746,Media (5-10 mi),Templada (40-60°F)
India,2005,May,Tuesday,Evening,Rural,Street,Clear,91.92250753869853,3,114,26-40,Female,0.1080237683394329,1,Moderate,2,1,2,18,4,38.862136035135634,5638.563092114446,Dry,Drunk Driving,9,40977.47327719267,95183.47557073818,North America,3598.666612573168,Barranquilla,Nublado,69.31629414934895,3.4480886568217683,Baja (2-5 mi),Cálida (60-80°F)
Germany,2020,June,Saturday,Night,Rural,Street,Windy,374.249841313558,1,92,41-60,Male,0.2375491619524655,0,Good,1,2,2,8,2,24.79984547454169,1685.3631085278346,Wet,Speeding,3,9027.662380481455,53268.3685118186,Europe,696.4236102785499,Cartagena,Lluvia Leve,91.74003966732403,9.136275461237332,Media (5-10 mi),Muy Cálida (>80°F)
Japan,2020,April,Saturday,Night,Rural,Main Road,Rainy,435.1761425615628,4,116,41-60,Male,0.0565017221320821,0,Poor,1,0,2,18,1,14.924935940763342,3118.4939492154567,Icy,Drunk Driving,1,13047.206455046286,44387.01020014453,North America,1842.5321285866448,Cartagena,Nublado,73.95248736336413,8.967429156611542,Media (5-10 mi),Cálida (60-80°F)
Brazil,2005,June,Wednesday,Night,Urban,Street,Foggy,173.78275313956135,1,93,26-40,Male,0.0017146457823914,1,Good,1,0,2,16,0,11.164814455769635,1380.4482819911386,Wet,Weather,7,31954.962497530963,52044.19827356295,North America,4139.561074247686,Cali,Nublado,61.95864010072027,1.2865041695474846,Muy Baja (0-2 mi),Cálida (60-80°F)
Germany,2017,September,Tuesday,Evening,Rural,Highway,Rainy,344.70251888204217,4,55,26-40,Male,0.0043970043500331,0,Good,1,0,2,3,2,29.0454092341517,6853.956827276309,Snow-covered,Weather,3,27187.666816009903,43856.04176589175,Australia,4471.99636926305,Barranquilla,Neblina,85.87962121879539,7.228673376600373,Media (5-10 mi),Muy Cálida (>80°F)
Russia,2017,August,Monday,Night,Rural,Highway,Foggy,260.1349325290474,4,69,41-60,Female,0.2010183729188012,1,Moderate,0,2,2,2,4,39.87868005068326,7350.403920151637,Snow-covered,Drunk Driving,1,6416.720232974265,4856.406231660552,Europe,3371.437122698369,Cartagena,Lluvia Fuerte,67.93665879226153,2.429899888804859,Baja (2-5 mi),Cálida (60-80°F)
Japan,2004,December,Sunday,Evening,Rural,Street,Rainy,237.8746167206968,3,98,<18,Male,0.09342759141974,1,Moderate,2,1,2,10,1,34.32408309099732,9447.12773709104,Wet,Speeding,8,24218.45908797458,82105.31231811202,North America,2434.178138577148,Barranquilla,Neblina,75.60559805392509,5.790336101581215,Media (5-10 mi),Cálida (60-80°F)
China,2007,March,Tuesday,Night,Urban,Main Road,Clear,382.5289591113048,4,104,26-40,Male,0.1832649901837975,1,Poor,1,1,2,2,0,55.15757113688512,4533.4717257423845,Icy,Speeding,5,17842.33375610692,19420.94446539228,Asia,1173.9666552973483,Cali,Despejado,50.871962942058055,6.495212831646604,Media (5-10 mi),Templada (40-60°F)
UK,2000,August,Sunday,Night,Rural,Main Road,Rainy,399.6947985162289,1,102,26-40,Female,0.1717260138286535,0,Moderate,2,1,2,1,0,59.46149591681449,9497.96765537361,Dry,Speeding,3,5429.348382502079,8999.534765105915,North America,3572.86803314149,Barranquilla,Nublado,51.32711982083779,0.6208623298405684,Muy Baja (0-2 mi),Templada (40-60°F)
Australia,2021,February,Wednesday,Afternoon,Rural,Highway,Snowy,226.4898377837677,1,88,26-40,Male,0.0155297981467999,0,Good,1,1,2,8,4,14.574080265494624,4462.559792493177,Icy,Weather,5,12829.279829048588,74878.9585322616,Asia,4224.380735629576,Bogotá,Lluvia Leve,69.76976339019642,7.7658467157753055,Media (5-10 mi),Cálida (60-80°F)
UK,2003,January,Tuesday,Evening,Rural,Street,Clear,52.77258974257545,2,93,61+,Male,0.0295796746280275,0,Poor,2,0,2,11,1,21.898541729986217,2990.727612700857,Wet,Distracted Driving,7,3682.0190181571793,93615.537589428,Australia,1628.8974731781168,Cali,Lluvia Leve,65.67144797868771,2.055779545865283,Baja (2-5 mi),Cálida (60-80°F)
Brazil,2009,November,Tuesday,Morning,Rural,Street,Clear,193.89690408518047,4,65,26-40,Male,0.0867726271694857,1,Poor,1,0,2,2,2,29.076402577674244,5167.159962603804,Icy,Weather,3,5435.063727715358,86926.0549648752,North America,4451.818637826942,Cartagena,Despejado,82.72861453345467,9.465511279422422,Media (5-10 mi),Muy Cálida (>80°F)
Japan,2000,April,Thursday,Evening,Rural,Main Road,Clear,175.30257534554235,4,51,26-40,Female,0.2355917306340031,1,Poor,0,2,2,9,3,33.695789013488,4801.538914024172,Dry,Drunk Driving,0,12019.613949096964,14191.609764718083,Asia,4298.816414730844,Bogotá,Neblina,71.16451776031475,2.2398479803316347,Baja (2-5 mi),Cálida (60-80°F)
Germany,2004,February,Thursday,Afternoon,Rural,Street,Rainy,420.6825459112447,2,101,18-25,Male,0.0150224363506691,0,Good,1,0,2,18,1,42.37056196703871,7087.697620112648,Dry,Mechanical Failure,6,22187.06189358213,89601.67150115533,South America,4554.794933324553,Cali,Lluvia Leve,84.89237083143473,9.76289955001879,Media (5-10 mi),Muy Cálida (>80°F)
Brazil,2005,February,Sunday,Afternoon,Rural,Street,Snowy,381.3289107439024,1,76,26-40,Male,0.1083190176174185,0,Moderate,0,1,2,3,4,36.97289558022237,7520.799332045371,Wet,Drunk Driving,4,25704.629138553333,17986.892258201093,Asia,1477.3721591022925,Medellín,Neblina,73.39181795576945,9.22495648299169,Media (5-10 mi),Cálida (60-80°F)
Brazil,2013,August,Wednesday,Night,Rural,Street,Foggy,491.5950220760823,4,96,41-60,Female,0.1459520828768709,1,Poor,0,2,2,11,4,42.05347483634176,8133.952444064282,Dry,Mechanical Failure,2,9358.0068272046,24112.38339784157,Europe,3247.6975832736603,Barranquilla,Lluvia Leve,91.32547097184812,4.315804834758735,Baja (2-5 mi),Muy Cálida (>80°F)
India,2002,July,Saturday,Morning,Urban,Highway,Foggy,171.285160412092,1,104,26-40,Male,0.1180543377804696,0,Good,0,2,2,19,2,49.61058696364313,3046.1927495443624,Snow-covered,Drunk Driving,8,25816.75521158467,2399.299014050372,North America,530.5111845182071,Cali,Neblina,82.56795981113734,7.976018747065503,Media (5-10 mi),Muy Cálida (>80°F)
Canada,2010,December,Friday,Evening,Rural,Highway,Foggy,320.2449182583426,3,94,18-25,Female,0.1632317229160676,0,Moderate,2,1,2,5,4,56.22013204874754,9470.983896884778,Wet,Speeding,0,41622.075471739176,37908.08258683516,North America,3726.517547990841,Cali,Lluvia Leve,69.16305496132345,7.24209892611468,Media (5-10 mi),Cálida (60-80°F)
Germany,2005,September,Wednesday,Night,Rural,Street,Foggy,182.21210213735512,2,101,<18,Female,0.1896839871248294,1,Good,1,2,2,0,3,7.7516860475971745,4557.659776437109,Icy,Drunk Driving,1,49853.60657869224,33585.42280020885,Asia,2759.068698609059,Bogotá,Lluvia Leve,66.84714832539677,4.269010331696425,Baja (2-5 mi),Cálida (60-80°F)
Canada,2020,May,Monday,Night,Urban,Street,Clear,210.1011892791168,1,44,61+,Female,0.0938678804981346,0,Moderate,0,2,2,14,4,19.310452237246672,3615.9592046619578,Dry,Speeding,1,3533.4519511820754,58915.48777091084,Australia,3407.020537218156,Bogotá,Lluvia Fuerte,66.77663149349243,6.089687430987555,Media (5-10 mi),Cálida (60-80°F)
Australia,2022,September,Friday,Night,Urban,Street,Clear,244.85389520951097,2,42,<18,Male,0.0814698582459291,0,Poor,2,2,2,4,3,59.62747980225151,588.1319387473859,Dry,Weather,9,40909.31603004708,35159.398030231074,South America,4016.871745180632,Bogotá,Lluvia Leve,53.50776500421343,4.472717943570801,Baja (2-5 mi),Templada (40-60°F)
Russia,2016,January,Sunday,Afternoon,Urban,Street,Windy,125.75073375017772,3,61,18-25,Female,0.1788095662666038,1,Good,0,2,2,1,0,22.233248477864635,2345.9134928100616,Dry,Speeding,4,20653.518497711684,76444.30689321776,Europe,242.7953491715399,Medellín,Nublado,71.29741254636679,5.163760781206975,Media (5-10 mi),Cálida (60-80°F)
Brazil,2024,October,Monday,Morning,Rural,Street,Clear,455.5248227190012,4,59,61+,Female,0.2005742311768061,0,Moderate,0,0,2,0,3,40.93503410129407,9020.19360675024,Wet,Weather,2,41515.25269641137,84699.83199211389,South America,1202.4074469000975,Medellín,Lluvia Leve,79.3172883759879,7.469898342518138,Media (5-10 mi),Cálida (60-80°F)
Australia,2012,December,Wednesday,Afternoon,Rural,Street,Rainy,254.96286167224284,4,116,41-60,Female,0.1851624044436178,1,Good,1,0,2,16,4,31.07765173232639,2630.470911513439,Icy,Weather,3,19934.930886359653,98414.65192292797,North America,3368.248729651012,Cali,Lluvia Leve,92.32141745061756,4.634284318933817,Baja (2-5 mi),Muy Cálida (>80°F)
China,2003,November,Saturday,Evening,Rural,Street,Rainy,154.88349710854823,2,75,26-40,Female,0.235769566440976,1,Poor,0,0,2,19,2,47.24314712370987,4588.336091935584,Wet,Weather,4,13243.963599992216,32210.98067892432,South America,4208.545121662019,Bogotá,Lluvia Leve,63.33718733048724,6.113854654391402,Media (5-10 mi),Cálida (60-80°F)
Japan,2000,July,Wednesday,Night,Rural,Main Road,Snowy,350.7407512379432,3,67,18-25,Female,0.248155402454696,1,Poor,1,0,2,4,0,41.40258811781976,8390.266140906138,Snow-covered,Distracted Driving,3,47832.31997591788,47387.42779748643,North America,4559.0572739784575,Bogotá,Nublado,63.86298014929901,2.763996484177488,Baja (2-5 mi),Cálida (60-80°F)
